Name,Group,SMARTS,Author,Article,Alert_ID,Endpoint,Endpoint_index
Peroxides,SMARTS: ,OO,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA963,"Reactive,_unstable,_toxic",18
Phosphonates,SMARTS: ,[#6]P(=O)O[#6],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA964,"Reactive,_unstable,_toxic",18
Phosphorus containing compounds聽,SMARTS: ,"NP(=[N,O,S])","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA965,"Reactive,_unstable,_toxic",18
p-Quinones,SMARTS: ,O=C1C=CC(=O)C=C1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA966,"Reactive,_unstable,_toxic",18
o-Quinones,SMARTS: ,O=C1C(=O)C=CC=C1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA967,"Reactive,_unstable,_toxic",18
"C, N, O, P and S atoms in unusual valence聽states",SMARTS: ,"[#6!v4+0,#7!v3+0,#8!v2+0,#15!v3!v5+0,#16!v2!v4!v6+0]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA968,"Reactive,_unstable,_toxic",18
Thiocyanates,SMARTS: ,SC#N,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA969,"Reactive,_unstable,_toxic",18
Sulfurous acid esters,A = any atom except H,[!#1]OS(=O)O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA970,"Reactive,_unstable,_toxic",18
Sulfonic acid esters,R = any carbon atom,[#6]S(=O)(=O)O[#6],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA971,"Reactive,_unstable,_toxic",18
Heteroatom-bonded thiocarbonyls,SMARTS: ,"C(=S)[O,S,N]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA972,"Reactive,_unstable,_toxic",18
Thiocarboxylic acids and their derivatives,SMARTS: ,[CR0](=O)S,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA973,"Reactive,_unstable,_toxic",18
Thiols,R = any carbon atom,[#6][Sv2H],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA974,"Reactive,_unstable,_toxic",18
Thiocarbonyls,R = any atom/ group except H,C(=S)[!#1!H0],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA975,"Reactive,_unstable,_toxic",18
"N-Acetoxy-N,N-dicarbonyl compounds",SMARTS: ,C(=O)N(C(=O))OC=O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA976,"Reactive,_unstable,_toxic",18
Trifluoromethyl sulfinyls,SMARTS: ,FC(F)(F)S(=O),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA977,"Reactive,_unstable,_toxic",18
Non-threevalent nitrogen double-bonded to oxygen,R = aliphatic carbon; trivalent nitrogen containing compounds are excluded,[#6!c][N!v3]=O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA978,"Reactive,_unstable,_toxic",18
Anthracenes,SMARTS: ,c12ccccc1cc3ccccc3c2,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA979,"Reactive,_unstable,_toxic",18
Double acyclic N=N and N=S bonds,SMARTS: ,"[NR0,SR0]=[NR0]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA980,"Reactive,_unstable,_toxic",18
尾-Aminonaphtalenes,SMARTS: ,c1(cc(N)cc2)c2cccc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA981,"Reactive,_unstable,_toxic",18
Dialkyl(aryl) phosphorus containing compounds,R = any carbon atom,[#6]P[#6],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA982,"Reactive,_unstable,_toxic",18
"Iodosos, chlorosos",SMARTS: ,"[Cl,I]=O","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA983,"Reactive,_unstable,_toxic",18
Acid grops,"Compounds containing at least three -COOH, -P(=O)OH or S(=O)OH groups","[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA984,"Reactive,_unstable,_toxic",18
Crown ethers,SMARTS: ,[OR1][CR1][CR1][OR1][CR1][CR1][OR1],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA985,"Reactive,_unstable,_toxic",18
Phosphocyanates,SMARTS: ,PC#N,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA986,"Reactive,_unstable,_toxic",18
伪-Hydroxy nitriles,SMARTS: ,N#CC[OH],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA987,"Reactive,_unstable,_toxic",18
伪-Diketones,R = any atom/ group,[CX3R0](=O)[CX3R0](=O),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA988,"Reactive,_unstable,_toxic",18
Polyfluorinated compounds,Compounds containing at least 7 fluorine atoms,(F.F.F.F.F.F.F),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA989,"Reactive,_unstable,_toxic",18
"Polyhalogenated compounds (only Cl, Br and I)","Compounds containing at least 4 halogen (Cl, Br, I) atoms","([Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I])","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA990,"Reactive,_unstable,_toxic",18
Singel acyclic N-O bonds,SMARTS: ,[NR0v3]-[OR0],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA991,"Reactive,_unstable,_toxic",18
Imines,R1 = any carbon atom; R2 = H or any carbon atom,"[$([#6][CHR0]=[NR0]),$([#6][CR0]([#6])=[NR0])]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA992,"Reactive,_unstable,_toxic",18
Activated double bonds (4),SMARTS: ,C=C(C#N)(C#N),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA993,"Reactive,_unstable,_toxic",18
N-Oxides,SMARTS: ,"[$([#7+][O-]),$([#7v5]=O);!$([#7](~[OD1])~[OD1])]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA994,"Reactive,_unstable,_toxic",18
Polycyclic aromatic hydrocarbons,Compounds containing two naphthalene moieties,(c12ccccc1cccc2.c12ccccc1cccc2),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA995,"Reactive,_unstable,_toxic",18
Nitrites,R = any atom except H,[!#1]ON=O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA996,"Reactive,_unstable,_toxic",18
Nitro compounds,Compounds containing at least 2 nitro groups,(N(~[OD1])~[OD1].N(~[OD1])~[OD1]),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA997,"Reactive,_unstable,_toxic",18
Nitroso compounds,R = any atom/ group,[NX2]=O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA998,"Reactive,_unstable,_toxic",18
"Any atoms except organogens, halogens, P, S, K, Na, Mg, Ca",SMARTS: ,[!#1;!#6;!#7;!#8;!#9;!#11;!#12;!#15;!#16;!#17;!#19;!#20;!#35;!#53],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA999,"Reactive,_unstable,_toxic",18
Double P=S and P=C bonds,A = S or any carbon atom,"P=[S,#6]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1000,"Reactive,_unstable,_toxic",18
Pentafluorobenzenes,SMARTS: ,c1c(F)c(F)c(F)c(F)c1(F),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1001,"Reactive,_unstable,_toxic",18
Phenanthrenes,SMARTS: ,c12ccccc1ccc3ccccc23,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1002,"Reactive,_unstable,_toxic",18
p-Aminoanilines,R = any atom/ group,c1([NH2])ccc(!@[Nv3])cc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1003,"Reactive,_unstable,_toxic",18
Phosphorus derivatives,Compounds containing five-valent phosphorus are exluded,[P!v5],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1004,"Reactive,_unstable,_toxic",18
Conjugated olefins,SMARTS: ,[CR0]=[CR0][CR0]=[CR0][CR0]=[CR0][CR0]=[CR0],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1005,"Reactive,_unstable,_toxic",18
Carboxylic acid esters,R = alkyl carbon; A = any atom except H,[CX4]C(=O)O[#6][!#1],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1006,"Reactive,_unstable,_toxic",18
Ketones,R1 = alkyl carbon; R2 = aliphatic carbon,[CX4]C(=O)C,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1007,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (1)","R1, R2 = alkyl carbon; R3 = alkyl carbon, -OCC","[CX4][NX3]([CX4])c1cc([$([CX4]),$(O[CX4][CX4])])c([#7])[cH]c1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1008,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (2)","R1, R2 = alkyl carbon",[CX4][NX3]([CX4])c1c[cH]c([#7])[cH]c1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1009,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (3)",SMARTS: ,[CX4][NX3]([CX4])c1ccc(C=C)cc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1010,"Reactive,_unstable,_toxic",18
p-Alkoxy-N-alkyl anilines,"R1, R2 = alkyl carbon",[CX4][NH]c1ccc(O[CX4])cc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1011,"Reactive,_unstable,_toxic",18
"p-Alkoxy-N,N-dialkyl anilines","R1, R2, R3 = alkyl carbon",[CX4]N([CX4])c1ccc(O[CX4])cc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1012,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (4)","R1, R2 = alkyl carbon; R3 = -COH, -C=C, -N(C)","[CX4]N([CX4])c1ccc([CX4][$([OH]),$(C=[C!H0]),$(N[CX4])])cc1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1013,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (5)",R1 = alkyl carbon; R2 = alkyl chain,"[CX4]N([C!H0])c1[cH][cH]c([$([C!H0!H1]),$([C!H0][C!H0])])[cH][cH]1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1014,"Reactive,_unstable,_toxic",18
"N,N-Dialkyl aniline derivatives (6)","R1, R2 = alkyl carbon; R3 = alkyl chain","[CX4]N([C!H0])c1[cH]c([CX4])c([$([C!H0!H1]),$([C!H0][C!H0])])[cH][cH]1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1015,"Reactive,_unstable,_toxic",18
Phosphoric anhydrides,SMARTS: ,P(=O)OP(=O),"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1016,"Reactive,_unstable,_toxic",18
Sulfonylanhydrides,SMARTS: ,S(=O)OS=O,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1017,"Reactive,_unstable,_toxic",18
Five-membered heterocycles (1),SMARTS: ,"C1(=C)C(=O)[#7,#8,#15,#16]N=C1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1018,"Reactive,_unstable,_toxic",18
Thioxo-thiazolidinones,SMARTS: ,C1(=S)NC(=O)C(=[#6])S1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1019,"Reactive,_unstable,_toxic",18
Six-membered heterocycles,SMARTS: ,"[#7,#8,#15,#16]~C1~[#7,#8,#15,#16]~C[#7,#8,#15,#16][CX3](=[#7,#8,#15,#16])[CX3]1(=[C!H0])","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1020,"Reactive,_unstable,_toxic",18
Glutarimides,SMARTS: ,C1CC(=O)NC(=O)C1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1021,"Reactive,_unstable,_toxic",18
Aliphatic chain,SMARTS: ,[CD1][CD2][CD2][CD2][CD2][CX4],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1022,"Reactive,_unstable,_toxic",18
o-Substituted phenols (1),SMARTS: ,[OH]c1c(C=NN)cccc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1023,"Reactive,_unstable,_toxic",18
p-Substituted phenols,SMARTS: ,[OH]c1ccc(C=NN)cc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1024,"Reactive,_unstable,_toxic",18
"1,2-Diimines, 1,2-diketones and their thio- and phospho-analogues",R1 = any carbon; R2 = any carbon or six-valent sulfur,"[#6][#6](=[#7,#8,#15,#16])[#6](=[#7,#8,#15,#16])[#6,Sv6]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1025,"Reactive,_unstable,_toxic",18
Indolones,SMARTS: ,O=C1[#7]c2ccccc2C1=N[#7],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1026,"Reactive,_unstable,_toxic",18
NH-Indoles,"R = -CH2, -CHN, -CH2N, -C(CH2)NHCH2, -C(CH2)CNCH2 -C~N, -C~O, -C~S, -C~P, where ~ = double or aromatic bond","[nH]1c([$([CH2]),$([C!H0]N),$([CD3]([CH2])[NH][CH2]),$([CD3]([CH2])[CD2][NH][CH2]),$([#6]=,:[#7,#8,#15,#16])])c([CX4!H0])c2[cH]cccc12","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1027,"Reactive,_unstable,_toxic",18
N-Alkyl substituted indoles,"R = -CH2, -CHN, -CH2N, -C(CH2)NHCH2, -C(CH2)CNCH2 -C~N, -C~O, -C~S, -C~P, where ~ = double or aromatic bond","n1([CH2])c([$([CH2]),$([C!H0]N),$([CD3]([CH2])[NH][CH2]),$([CD3]([CH2])[CD2][NH][CH2]),$([#6]=,:[#7,#8,#15,#16])])c([CX4!H0])c2[cH]cccc12","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1028,"Reactive,_unstable,_toxic",18
Macrocycles,Compounds containing a ring of ten to thirty atoms,"[*r10,*r11,*r12,*r13,*r14,*r15,*r16,*r17,*r18,*r19,*r20,*r21,*r22,*r23,*r24,*r25,*r26,*r27,*r28,*r29,*r30]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1029,"Reactive,_unstable,_toxic",18
o-Substituted phenols (2),SMARTS: ,[OH]c1c([CX4][#7])cccc1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1030,"Reactive,_unstable,_toxic",18
N-Allophanoylamides and their thio analogues,SMARTS: ,"NC(=[O,S])NC(=[O,S])NC=[O,S]","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1031,"Reactive,_unstable,_toxic",18
Tetrahydrofuranyltetrahydropyrans,SMARTS: ,C1COC(C1)C1CCCCO1,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1032,"Reactive,_unstable,_toxic",18
Octahydroisoindolones,SMARTS: ,[C!H0]1NC(=O)C2CCCCC12,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1033,"Reactive,_unstable,_toxic",18
N-Phenylpyrrole derivatives,"R1, R2 = alkyl carbon; A = any atom except H",N1(c2[!#1]cccc2)C([CX4])=C[C!H0]=C1[CX4],"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1034,"Reactive,_unstable,_toxic",18
"Quinones, quinone-(di)imines and their thio- and phospho-analogues",SMARTS: ,"[#7,#8,#15,#16]=[#6]1-,:[#6]=,:[#6]-,:[#6](=[#7,#8,#15,#16])-,:[#6]=,:[#6]1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1035,"Reactive,_unstable,_toxic",18
Five-membered heterocycles (2),"R = -CH2, aromatic carbon","[#7]=C1S[CH]=C([$([CH2]),$(c:c)])N1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1036,"Reactive,_unstable,_toxic",18
Five-membered heterocycles (3),"R1 = -CH2, aromatic carbon; R2 = -CH2, -C=O","[#7]=C1SC([$([CH2]),$(C=O)])=C([$([CH2]),$(c:c)])N1","Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1037,"Reactive,_unstable,_toxic",18
Tert-butyl carbon atom,R = any atom/ group,c[CX4](c)c,"Enamine, ","Filters to detect reactive, toxic and unstable compounds",TA1038,"Reactive,_unstable,_toxic",18
Acethylenes,SMARTS: ,"[CH2,CH3]C#C[CH2,CH3]",,,TA1039,"Reactive,_unstable,_toxic",18
伪-Halocarbonyls,SMARTS: ,"[CX3](=[OX1])[CX4]([#1,Cl,Br,I])([#1,Cl,Br,I])[Cl,Br,I]",,,TA1040,"Reactive,_unstable,_toxic",18
Aldehydes,SMARTS: ,"[#6,#1][CX3]([H])=[OX1]",,,TA1041,"Reactive,_unstable,_toxic",18
伪-Halonitriles,SMARTS: ,"[F,Cl,Br,I][CX4][CX2]#[NX1]",,,TA1042,"Reactive,_unstable,_toxic",18
Anthracenes,SMARTS: ,"[c,n]1[c,n][c,n]c2[c,n]c3[c,n][c,n][c,n][c,n]c3[c,n]c2c1",,,TA1043,"Reactive,_unstable,_toxic",18
Azides,SMARTS: ,"[#6]-[$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N)]",,,TA1044,"Reactive,_unstable,_toxic",18
Azide tautomers,SMARTS: ,[#6]-[NX2-][NX2+]#[NX1;0],,,TA1045,"Reactive,_unstable,_toxic",18
Benzthiozolium like compounds,SMARTS: ,"[#7,#8,#16]1-,:[#6]=,:[#6]-,:[#7+]2=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7]=,:[#6]21",,,TA1046,"Reactive,_unstable,_toxic",18
Catechols,SMARTS: ,c1([OH1])c([OH1])cccc1,,,TA1047,"Reactive,_unstable,_toxic",18
Cyanates,SMARTS: ,"[NX2]=[CX2]=[OX1,SX1]",,,TA1048,"Reactive,_unstable,_toxic",18
Di-carbonyls,SMARTS: ,"[#1,#6][CX3](=[OX1])[CX3](=[OX1])[#1,#6]",,,TA1049,"Reactive,_unstable,_toxic",18
Epoxides,SMARTS: ,C1OC1,,,TA1050,"Reactive,_unstable,_toxic",18
Haloalkyl,SMARTS: ,"[C!H0]([#1,#6,#7,#8,#16])[CX4]([#1,Cl,Br,I])([#1,Cl,Br,I])[Cl,Br,I]",,,TA1051,"Reactive,_unstable,_toxic",18
"Haloalkyl group attached to S, N or O atoms",SMARTS: ,"[CX4]([#1,Cl,Br,I])([#1,Cl,Br,I])([Cl,Br,I])[#7,#8,#16]",,,TA1052,"Reactive,_unstable,_toxic",18
Haloethylenes,SMARTS: ,"[CX3!H0]=[CX3]([#1,Cl,Br,I])[Cl,Br,I]",,,TA1053,"Reactive,_unstable,_toxic",18
Halopyridines,SMARTS: ,"c1([F,Cl,Br,I])n[c,n][c,n][c,n][c,n]1",,,TA1054,"Reactive,_unstable,_toxic",18
Heptanes,SMARTS: ,"[CH3][CH2][CH2][CH2][CH2][CH2][CH2,CH3]",,,TA1055,"Reactive,_unstable,_toxic",18
Hydrazines,SMARTS: ,"[NX3!H0]([#1,#6])[NX3!H0]([#1,#6])",,,TA1056,"Reactive,_unstable,_toxic",18
Imines,SMARTS: ,"[NX3]([#1,#6])([#1,#6])[NX2]=[CX3!H0]([#1,#6])",,,TA1057,"Reactive,_unstable,_toxic",18
N-Oxides (five-membered rings),SMARTS: ,"[$([OX1-][#7+]1=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7,#8,#16]1),$([OX1]=[#7v5]1=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7,#8,#16]1)]",,,TA1059,"Reactive,_unstable,_toxic",18
Phosphorus,SMARTS: ,[#15&0],,,TA1060,"Reactive,_unstable,_toxic",18
Phosphorus cations,SMARTS: ,[#15+],,,TA1061,"Reactive,_unstable,_toxic",18
Pentafluorobenzenes,SMARTS: ,c1c(F)c(F)c(F)c(F)c1(F),,,TA1062,"Reactive,_unstable,_toxic",18
Peroxides,SMARTS: ,[OX2][OX2],,,TA1063,"Reactive,_unstable,_toxic",18
Peroxide like compounds,SMARTS: ,"O[F,Cl,Br,I]",,,TA1064,"Reactive,_unstable,_toxic",18
Phosphates,SMARTS: ,[Pv5X4](=[OX1])([OX2])([OX2])[#6],,,TA1065,"Reactive,_unstable,_toxic",18
Double P=O bonds,SMARTS: ,[#15]=O,,,TA1066,"Reactive,_unstable,_toxic",18
Pyridinium like compounds,SMARTS: ,"[#6][#7+]1=,:[#6]-,:[#6,#7]=,:[#6]-,:[#6,#7]=,:[#6]1",,,TA1067,"Reactive,_unstable,_toxic",18
Quinolizinium like compounds,SMARTS: ,"[#6,#7]1=,:[#6,#7]-,:[#6,#7]=,:[#7+]2-,:[#6,#7]=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6]2=,:[#6,#7]1",,,TA1068,"Reactive,_unstable,_toxic",18
Quinones,SMARTS: ,"[#6]1(=[OX1])-,:[#6]=,:[#6]-,:[#6](=[OX1])-,:[#6]=,:[#6]1",,,TA1069,"Reactive,_unstable,_toxic",18
Sulfates,SMARTS: ,"[Sv6X4](=[OX1])(=[OX1])([#8])[#6,#8]",,,TA1070,"Reactive,_unstable,_toxic",18
Thio aldehydes,SMARTS: ,"[#6,#1][CX3]([H])=[SX1]",,,TA1071,"Reactive,_unstable,_toxic",18
Thio halogens,SMARTS: ,"[#16][F,Cl,Br,I]",,,TA1072,"Reactive,_unstable,_toxic",18
Thioalcohols,SMARTS: ,"[#6&!$(C(=[OX1,SX1,NX2]))][SX2H1]",,,TA1073,"Reactive,_unstable,_toxic",18
Thioamides,SMARTS: ,"[NX3H2][CX3](=[SX1])[#1,#6,#8]",,,TA1074,"Reactive,_unstable,_toxic",18
Thioureas,SMARTS: ,"[NX3]([#1,#6,#7])([#1,#6])[CX3](=[SX1])[NX3]([#1,#6,#7])([#1,#6])",,,TA1075,"Reactive,_unstable,_toxic",18
Thiozolium like compounds,SMARTS: ,"[#6][#7+]1=,:[#6]-,:[#7,#8,#16]-,:[#6]=,:[#6]1",,,TA1076,"Reactive,_unstable,_toxic",18
Acyl Halides,"R = any atom/ group; X = F, Cl, Br, I","[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1077,"Reactive,_unstable,_toxic",18
Sulphonyl Halides,"R = any carbon atom; X = F, Cl, Br, I","[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1078,"Reactive,_unstable,_toxic",18
Alkyl Halides,"R = alkyl carbon atom; X = F, Cl, Br, I","[CX4][F,Cl,Br,I]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1079,"Reactive,_unstable,_toxic",18
Isocyanates,R = any atom/ group,[NX2]=[CX2]=[OX1],"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1080,"Reactive,_unstable,_toxic",18
Isothiocyanates,R = any atom/ group,[NX2]=[CX2]=[SX1],"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1081,"Reactive,_unstable,_toxic",18
Activated Halides,"A = any aromatic atom; X = F, Cl, Br, I","[$(c([F,Cl,Br,I])c[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$(c([F,Cl,Br,I])aac[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$(c([F,Cl,Br,I])n),$(c([F,Cl,Br,I])aan)]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1082,"Reactive,_unstable,_toxic",18
Anhydrides,R = any carbon atom,[CX3](=[OX1])[OX2][CX3](=[OX1]),"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1083,"Reactive,_unstable,_toxic",18
Aldehydes (including aminoformyl moieties),R = H or any carbon atom,"[$([#1,#6][CX3]([H])=[OX1]),$([#7]([#1,#6])([#1,#6])[CX3H1]=[OX1])]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1084,"Reactive,_unstable,_toxic",18
Hydrazines,R = H or any carbon atom,"[#1,#6][NX3]([#1,#6])[NX3]([#1,#6])[#1,#6]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1085,"Reactive,_unstable,_toxic",18
Azides,R = any atom/ group,"[$(*-[NX2-]-[NX2+]#[NX1]),$(*-[NX2]=[NX2+]=[NX1-]),$(*-[NX2]=[NX2+]=N)]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1086,"Reactive,_unstable,_toxic",18
Diazonium salts,Toxicity,"[$([CX3]=[NX2+]=N),$([CX3]=[NX2]=[NX1]),$([CX3]=[NX2+]=[NX1-]),$([#6-][NX2+]#[NX1]),$([CX3][NX2]#[NX1])]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1087,"Reactive,_unstable,_toxic",18
Quaternary salts (including N-oxides),SMARTS: ,"[$([NX4,$([NX4+])]([#1,#6])([#1,#6])([#1,#6])[#1,#6]),$([OX1-,OH1][#7X4+]([*])([   ","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1088,"Reactive,_unstable,_toxic",18
Nitrosos,R = any atom/ group,[NX2]=[OX1],"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1089,"Reactive,_unstable,_toxic",18
Aziridines,SMARTS: ,[NX3]1[CX4][CX4]1,"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1090,"Reactive,_unstable,_toxic",18
Epoxides,Covalent bonding,[OX2]1[CX4][CX4]1,"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1091,"Reactive,_unstable,_toxic",18
Disulphides,R = any atom/ group,[SX2][SX2],"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1092,"Reactive,_unstable,_toxic",18
Picrates,"R = OH, O-","c1([OH1,O-])c([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])cc1([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1093,"Reactive,_unstable,_toxic",18
Perchlorates (periodates),Toxicity,"[$([Clv7X4](=[OX1])(=[OX1])(=[OX1])[OX2,O-]),$([Iv7X4](=[OX1])(=[OX1])(=[OX1])[OX2,O-])]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1094,"Reactive,_unstable,_toxic",18
Simple anilines and phenols,Toxicity,"[$(c1([NX3]([#1,#6])[#1,#6])ccccc1),$(c1([OH1])ccccc1)]","Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1095,"Reactive,_unstable,_toxic",18
"1,2-Dicarbonyls","Chain dicarbonyls are excluded, ring dicarbonyls are included i.e. glyoxalates excluded, ring substituted isatin moieties included",[CX3R](=[OX1])[CX3R](=[OX1]),"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1096,"Reactive,_unstable,_toxic",18
Vinyl ketones (Michael acceptors),Covalent bonding,[CX3]([!R])([!R])=[CX3][CX3](=[OX1])[!$([OH1])!$([OX2][CH2])!$([NH2])!$([CX2]#[NX1])!a],"Maybridge, ",Exclusion criteria of the Maybridge Screening Collection database,TA1097,"Reactive,_unstable,_toxic",18
N-Acyl substituted azoheterocycles,R1 = aromatic nitrogen; R2 = any carbon atom,nC(=O)[#6],"Enamine,","Filters to detect reactive, toxic and unstable compounds",TA958,"Reactive,_unstable,_toxic",18
